page	lang	kind	source	gate	line	excerpt
StructureDefinition-mii-pr-onko-prostate-gleason-patterns-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Gleason-Patterns-Observation.page.md	B	27	The codes it contains are listed in the artefact view: [MII VS Onkologie Prostata Gleason Patterns](ValueSet-mii-vs-onko
StructureDefinition-mii-pr-onko-prostate-gleason-patterns-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Gleason-Patterns-Observation.page.md	B	31	The codes it contains are listed in the artefact view: [MII VS Onkologie Prostata Gleason Patterns](ValueSet-mii-vs-onko
StructureDefinition-mii-pr-onko-prostate-gleason-patterns-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Gleason-Patterns-Observation.page.md	B	39	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie Organspezifische Zusatzmodule](S
StructureDefinition-mii-pr-onko-prostate-gleason-patterns-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Gleason-Patterns-Observation.page.md	B	47	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Prostata Gleason Pattern](Structu
StructureDefinition-mii-pr-onko-prostate-gleason-patterns-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Gleason-Patterns-Observation.page.md	B	25	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Prostata Gleason Patterns](ValueSet-
StructureDefinition-mii-pr-onko-prostate-gleason-patterns-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Gleason-Patterns-Observation.page.md	B	29	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Prostata Gleason Patterns](ValueSet-
StructureDefinition-mii-pr-onko-prostate-gleason-patterns-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Gleason-Patterns-Observation.page.md	B	37	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie Organspezifische Zusatzmodule]
StructureDefinition-mii-pr-onko-prostate-gleason-patterns-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Gleason-Patterns-Observation.page.md	B	45	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Prostata Gleason Pattern](St
StructureDefinition-mii-pr-onko-prostate-psa-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-PSA-Observation.page.md	B	32	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie Organspezifische Zusatzmodule](S
StructureDefinition-mii-pr-onko-prostate-psa-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-PSA-Observation.page.md	B	40	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie PSA-Wert](StructureDefinition-mii
StructureDefinition-mii-pr-onko-prostate-psa-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-PSA-Observation.page.md	B	30	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie Organspezifische Zusatzmodule]
StructureDefinition-mii-pr-onko-prostate-psa-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-PSA-Observation.page.md	B	38	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie PSA-Wert](StructureDefinitio
StructureDefinition-mii-pr-onko-strahlentherapie-bestrahlung-nuklearmedizin-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Strahlentherapie/NuklearmedizinischeTherapie-Procedure.page.md	B	21	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie](StructureDefinition-mii-lm-onko
StructureDefinition-mii-pr-onko-strahlentherapie-bestrahlung-nuklearmedizin-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Strahlentherapie/NuklearmedizinischeTherapie-Procedure.page.md	B	29	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Strahlentherapie Nuklearmedizin](
StructureDefinition-mii-pr-onko-strahlentherapie-bestrahlung-nuklearmedizin-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Strahlentherapie/NuklearmedizinischeTherapie-Procedure.page.md	B	19	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie](StructureDefinition-mii-lm-on
StructureDefinition-mii-pr-onko-strahlentherapie-bestrahlung-nuklearmedizin-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Strahlentherapie/NuklearmedizinischeTherapie-Procedure.page.md	B	27	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Strahlentherapie Nuklearmedi
StructureDefinition-mii-pr-onko-strahlentherapie-bestrahlung-strahlentherapie-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Strahlentherapie/Bestrahlungstherapie-Procedure.page.md	B	40	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie](StructureDefinition-mii-lm-onko
StructureDefinition-mii-pr-onko-strahlentherapie-bestrahlung-strahlentherapie-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Strahlentherapie/Bestrahlungstherapie-Procedure.page.md	B	48	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Strahlentherapie](StructureDefini
StructureDefinition-mii-pr-onko-strahlentherapie-bestrahlung-strahlentherapie-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Strahlentherapie/Bestrahlungstherapie-Procedure.page.md	B	38	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie](StructureDefinition-mii-lm-on
StructureDefinition-mii-pr-onko-strahlentherapie-bestrahlung-strahlentherapie-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Strahlentherapie/Bestrahlungstherapie-Procedure.page.md	B	46	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Strahlentherapie](StructureD
StructureDefinition-mii-pr-onko-strahlentherapie-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Strahlentherapie/Strahlentherapie-Procedure.page.md	B	163	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie](StructureDefinition-mii-lm-onko
StructureDefinition-mii-pr-onko-strahlentherapie-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Strahlentherapie/Strahlentherapie-Procedure.page.md	B	171	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Strahlentherapie](StructureDefini
StructureDefinition-mii-pr-onko-strahlentherapie-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Strahlentherapie/Strahlentherapie-Procedure.page.md	B	161	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie](StructureDefinition-mii-lm-on
StructureDefinition-mii-pr-onko-strahlentherapie-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Strahlentherapie/Strahlentherapie-Procedure.page.md	B	169	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Strahlentherapie](StructureD
StructureDefinition-mii-pr-onko-studienteilnahme-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Studienteilnahme/Studienteilnahme-Observation.page.md	B	31	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie](StructureDefinition-mii-lm-onko
StructureDefinition-mii-pr-onko-studienteilnahme-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Studienteilnahme/Studienteilnahme-Observation.page.md	B	39	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Studienteilnahme](StructureDefini
StructureDefinition-mii-pr-onko-studienteilnahme-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Studienteilnahme/Studienteilnahme-Observation.page.md	B	29	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie](StructureDefinition-mii-lm-on
StructureDefinition-mii-pr-onko-studienteilnahme-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Studienteilnahme/Studienteilnahme-Observation.page.md	B	37	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Studienteilnahme](StructureD
StructureDefinition-mii-pr-onko-systemische-therapie-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Systemische-Therapie/Systemische-Therapie-Procedure.page.md	B	68	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie](StructureDefinition-mii-lm-onko
StructureDefinition-mii-pr-onko-systemische-therapie-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Systemische-Therapie/Systemische-Therapie-Procedure.page.md	B	76	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Systemische Therapie](StructureDe
StructureDefinition-mii-pr-onko-systemische-therapie-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Systemische-Therapie/Systemische-Therapie-Procedure.page.md	B	66	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie](StructureDefinition-mii-lm-on
StructureDefinition-mii-pr-onko-systemische-therapie-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Systemische-Therapie/Systemische-Therapie-Procedure.page.md	B	74	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Systemische Therapie](Struct
StructureDefinition-mii-pr-onko-systemische-therapie-medikation-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Systemische-Therapie/Systemische-Therapie-MedicationStatement.page.md	B	25	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie](StructureDefinition-mii-lm-onko
StructureDefinition-mii-pr-onko-systemische-therapie-medikation-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Systemische-Therapie/Systemische-Therapie-MedicationStatement.page.md	B	33	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Systemische Therapie Medikation](
StructureDefinition-mii-pr-onko-systemische-therapie-medikation-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Systemische-Therapie/Systemische-Therapie-MedicationStatement.page.md	B	23	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie](StructureDefinition-mii-lm-on
StructureDefinition-mii-pr-onko-systemische-therapie-medikation-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Systemische-Therapie/Systemische-Therapie-MedicationStatement.page.md	B	31	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Systemische Therapie Medikat
StructureDefinition-mii-pr-onko-therapieempfehlung-kombinationstherapie-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Tumorkonferenz/Tumorkonferenz-Detailed-Recommendations-CarePlan.page.md	B	22	Both variants are now represented in the Tumorkonferenz profile itself, as the slices `activity:obds` (with `activity.de
StructureDefinition-mii-pr-onko-therapieempfehlung-kombinationstherapie-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Tumorkonferenz/Therapieempfehlung-Kombinationstherapie-RequestGroup.page.md	B	125	The codes it contains are listed in the artefact view: [MII VS Onkologie Therapieempfehlung Typ](ValueSet-mii-vs-onko-th
StructureDefinition-mii-pr-onko-therapieempfehlung-kombinationstherapie-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Tumorkonferenz/Therapieempfehlung-Kombinationstherapie-RequestGroup.page.md	B	133	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Therapieempfehlung Kombinationsth
StructureDefinition-mii-pr-onko-therapieempfehlung-kombinationstherapie-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Tumorkonferenz/Tumorkonferenz-Detailed-Recommendations-CarePlan.page.md	B	20	Beide Varianten sind inzwischen im Tumorkonferenz-Profil selbst als Slices `activity:obds` (mit `activity.detail.code`, 
StructureDefinition-mii-pr-onko-therapieempfehlung-kombinationstherapie-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Tumorkonferenz/Therapieempfehlung-Kombinationstherapie-RequestGroup.page.md	B	123	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Therapieempfehlung Typ](ValueSet-mii
StructureDefinition-mii-pr-onko-therapieempfehlung-kombinationstherapie-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Tumorkonferenz/Therapieempfehlung-Kombinationstherapie-RequestGroup.page.md	B	131	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Therapieempfehlung Kombinati
StructureDefinition-mii-pr-onko-therapieempfehlung-medikation-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Tumorkonferenz/Therapieempfehlung-Medikation-MedicationRequest.page.md	B	92	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Therapieempfehlung Medikation](St
StructureDefinition-mii-pr-onko-therapieempfehlung-medikation-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Tumorkonferenz/Therapieempfehlung-Medikation-MedicationRequest.page.md	B	90	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Therapieempfehlung Medikatio
StructureDefinition-mii-pr-onko-therapieempfehlung-operation-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Tumorkonferenz/Therapieempfehlung-Operation-ServiceRequest.page.md	B	91	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Therapieempfehlung Operation](Str
StructureDefinition-mii-pr-onko-therapieempfehlung-operation-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Tumorkonferenz/Therapieempfehlung-Operation-ServiceRequest.page.md	B	89	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Therapieempfehlung Operation
StructureDefinition-mii-pr-onko-tod-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Tod/Tod-Observation.page.md	B	22	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie](StructureDefinition-mii-lm-onko
StructureDefinition-mii-pr-onko-tod-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Tod/Tod-Observation.page.md	B	30	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Tod](StructureDefinition-mii-pr-o
StructureDefinition-mii-pr-onko-tod-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Tod/Tod-Observation.page.md	B	20	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie](StructureDefinition-mii-lm-on
StructureDefinition-mii-pr-onko-tod-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Tod/Tod-Observation.page.md	B	28	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Tod](StructureDefinition-mii
StructureDefinition-mii-pr-onko-tumorkonferenz-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Tumorkonferenz/Tumorkonferenz-CarePlan.page.md	B	87	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie](StructureDefinition-mii-lm-onko
StructureDefinition-mii-pr-onko-tumorkonferenz-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Tumorkonferenz/Tumorkonferenz-CarePlan.page.md	B	95	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Tumorkonferenz](StructureDefiniti
StructureDefinition-mii-pr-onko-tumorkonferenz-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Tumorkonferenz/Tumorkonferenz-CarePlan.page.md	B	85	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie](StructureDefinition-mii-lm-on
StructureDefinition-mii-pr-onko-tumorkonferenz-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Tumorkonferenz/Tumorkonferenz-CarePlan.page.md	B	93	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Tumorkonferenz](StructureDef
StructureDefinition-mii-pr-onko-verlauf-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Verlauf/Verlauf-Observation.page.md	B	26	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie](StructureDefinition-mii-lm-onko
StructureDefinition-mii-pr-onko-verlauf-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Verlauf/Verlauf-Observation.page.md	B	34	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Verlauf](StructureDefinition-mii-
StructureDefinition-mii-pr-onko-verlauf-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Verlauf/Verlauf-Observation.page.md	B	24	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie](StructureDefinition-mii-lm-on
StructureDefinition-mii-pr-onko-verlauf-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Verlauf/Verlauf-Observation.page.md	B	32	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Verlauf](StructureDefinition
StructureDefinition-mii-pr-onko-weitere-klassifikationen-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Weitere-Klassifikationen/Weitere-Klassifikationen-Observation.page.md	B	92	The expansion of the available classification systems is shown on the page of the value set [mii-vs-onko-weitere-klassif
StructureDefinition-mii-pr-onko-weitere-klassifikationen-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Weitere-Klassifikationen/Weitere-Klassifikationen-Observation.page.md	B	91	Die Expansion der verfügbaren Klassifikationssysteme ist auf der Seite des ValueSets [mii-vs-onko-weitere-klassifikation
anwendungsfaelle-informationsmodell	default	bridge	MIIIGModulOnkologie/AnwendungsflleInformationsmodell/Index.page.md	B	7	The source page of this chapter was intentionally left empty in the previous guide. The content of the chapter *Use Case
anwendungsfaelle-informationsmodell	de	bridge	MIIIGModulOnkologie/AnwendungsflleInformationsmodell/Index.page.md	B	6	Die Quellseite dieses Kapitels wurde im bisherigen Leitfaden absichtlich leer gelassen. Die Inhalte des Kapitels *Anwend
atc-terminologie	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Systemische-Therapie/Systemische-Therapie-Terminologien.page.md	B	21	Name, status, version and the number of codes are shown on the artifact page [`mii-cs-onko-systemische-therapie-protokol
atc-terminologie	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Systemische-Therapie/Systemische-Therapie-Terminologien.page.md	B	76	Name, status, version and expansion of the main ValueSet are shown on the artifact page [`mii-vs-onko-systemische-therap
atc-terminologie	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Systemische-Therapie/Systemische-Therapie-Terminologien.page.md	B	149	Name, status, version and expansion of the UNII ValueSet are shown on the artifact page [`mii-vs-onko-systemische-therap
atc-terminologie	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Systemische-Therapie/Systemische-Therapie-Terminologien.page.md	B	20	Name, Status, Version und Anzahl der Codes sind auf der Artefaktseite [`mii-cs-onko-systemische-therapie-protokolle`](Co
atc-terminologie	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Systemische-Therapie/Systemische-Therapie-Terminologien.page.md	B	76	Name, Status, Version und Expansion des Haupt-ValueSets sind auf der Artefaktseite [`mii-vs-onko-systemische-therapie-su
atc-terminologie	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Systemische-Therapie/Systemische-Therapie-Terminologien.page.md	B	150	Name, Status, Version und Expansion des UNII-ValueSets sind auf der Artefaktseite [`mii-vs-onko-systemische-therapie-sub
datasets-and-descriptions	default	bridge	MIIIGModulOnkologie/AnwendungsflleInformationsmodell/Datenstzeinkl.Beschreibungen.page.md	B	17	The structure of the logical model as well as the path and description of each data element are shown on the artifact pa
datasets-and-descriptions	default	bridge	MIIIGModulOnkologie/AnwendungsflleInformationsmodell/Datenstzeinkl.Beschreibungen.page.md	B	29	The structure of the logical model as well as the path and description of each data element are shown on the artifact pa
datasets-and-descriptions	default	bridge	MIIIGModulOnkologie/AnwendungsflleInformationsmodell/Datenstzeinkl.Beschreibungen.page.md	B	39	The structure of the logical model as well as the path and description of each data element are shown on the artifact pa
datasets-and-descriptions	de	bridge	MIIIGModulOnkologie/AnwendungsflleInformationsmodell/Datenstzeinkl.Beschreibungen.page.md	B	16	Die Struktur des Logical Models sowie Pfad und Beschreibung der einzelnen Datenelemente sind auf der Artefaktseite [MII 
datasets-and-descriptions	de	bridge	MIIIGModulOnkologie/AnwendungsflleInformationsmodell/Datenstzeinkl.Beschreibungen.page.md	B	28	Die Struktur des Logical Models sowie Pfad und Beschreibung der einzelnen Datenelemente sind auf der Artefaktseite [MII 
datasets-and-descriptions	de	bridge	MIIIGModulOnkologie/AnwendungsflleInformationsmodell/Datenstzeinkl.Beschreibungen.page.md	B	39	Die Struktur des Logical Models sowie Pfad und Beschreibung der einzelnen Datenelemente sind auf der Artefaktseite [MII 
extensions	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Strahlentherapie/Extension-Bestrahlung.page.md	B	79	Structure and description: [MII EX Onko Strahlentherapie Bestrahlung Gesamtdosis](StructureDefinition-mii-ex-onko-strahl
extensions	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Strahlentherapie/Extension-Bestrahlung.page.md	B	88	Structure and description: [MII EX Onko Strahlentherapie Bestrahlung Einzeldosis](StructureDefinition-mii-ex-onko-strahl
extensions	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Strahlentherapie/Extension-Bestrahlung.page.md	B	97	Structure and description: [MII EX Onko Strahlentherapie Bestrahlung Boost](StructureDefinition-mii-ex-onko-strahlenther
extensions	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Strahlentherapie/Extension-Bestrahlung.page.md	B	106	Structure and description: [MII EX Onko Strahlentherapie Bestrahlung Seitenlokalisation](StructureDefinition-mii-ex-onko
extensions	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Strahlentherapie/Extension-Bestrahlung.page.md	B	82	Struktur und Beschreibung: [MII EX Onko Strahlentherapie Bestrahlung Gesamtdosis](StructureDefinition-mii-ex-onko-strahl
extensions	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Strahlentherapie/Extension-Bestrahlung.page.md	B	91	Struktur und Beschreibung: [MII EX Onko Strahlentherapie Bestrahlung Einzeldosis](StructureDefinition-mii-ex-onko-strahl
extensions	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Strahlentherapie/Extension-Bestrahlung.page.md	B	100	Struktur und Beschreibung: [MII EX Onko Strahlentherapie Bestrahlung Boost](StructureDefinition-mii-ex-onko-strahlenther
extensions	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Strahlentherapie/Extension-Bestrahlung.page.md	B	109	Struktur und Beschreibung: [MII EX Onko Strahlentherapie Bestrahlung Seitenlokalisation](StructureDefinition-mii-ex-onko
implementer-guidance	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/QA-Validierung.page.md	B	104	With the move to the HL7 IG Publisher, the authoritative QA report is generated automatically on every build (see `qa.ht
implementer-guidance	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/QA-Validierung.page.md	B	105	Mit dem Umzug auf den HL7 IG Publisher entsteht der maßgebliche QA-Report bei jedem Build automatisch (siehe `qa.html` i
search-parameters	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile	B	13	The profile pages of the Simplifier guide carried a search-parameter section with GET examples per profile. These sectio
search-parameters	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile	B	12	Die Profilseiten des Simplifier-Leitfadens führten je Profil einen Suchparameter-Abschnitt mit GET-Beispielen. Diese Abs
tnm-breast-cancer-journey	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/TNM-Klassifikation/TNM-Breast-Cancer-Journey-Example.page.md	B	15	The image is provided as `.svg` and can be opened and downloaded separately for a better view: [TNM_Breast_Cancer_Journe
tnm-breast-cancer-journey	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/TNM-Klassifikation/TNM-Breast-Cancer-Journey-Example.page.md	B	116	The five staging time points are shipped as separate example instances; the structure view is found on the respective ar
tnm-breast-cancer-journey	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/TNM-Klassifikation/TNM-Breast-Cancer-Journey-Example.page.md	B	128	The full JSON and XML representation is available on each instance's artefact page:
tnm-breast-cancer-journey	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/TNM-Klassifikation/TNM-Breast-Cancer-Journey-Example.page.md	B	14	Die Bilddatei wird als `.svg` bereitgestellt und kann zur besseren Darstellung einzeln geöffnet und heruntergeladen werd
tnm-breast-cancer-journey	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/TNM-Klassifikation/TNM-Breast-Cancer-Journey-Example.page.md	B	115	Die fünf Staging-Zeitpunkte sind als eigenständige Beispielinstanzen ausgeliefert; die Strukturdarstellung findet sich j
tnm-breast-cancer-journey	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/TNM-Klassifikation/TNM-Breast-Cancer-Journey-Example.page.md	B	127	Die vollständige JSON- und XML-Repräsentation ist jeweils auf der Artefaktseite der Instanz hinterlegt:
weitere-klassifikationen-terminologien	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Weitere-Klassifikationen/Weitere-Klassifikationen-Terminologien.page.md	B	24	The concepts with code and display as well as their child concepts are shown on the artifact page [`mii-cs-onko-weitere-
weitere-klassifikationen-terminologien	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Weitere-Klassifikationen/Weitere-Klassifikationen-Terminologien.page.md	B	42	The definition and content (codes with display) of the main ValueSet are shown on the artifact page [`mii-vs-onko-weiter
